test	analysis	variable	value
imp2	shape_0.1	d_w	0.08076643252370241
slim	shape_0.1	d_w	0.08621576336701006
imp1	shape_0.1	d_w	0.030692237776148327
imp2	shape_0.1	d_w	0.08861940956235415
slim	shape_0.1	d_w	0.08194725498905944
imp1	shape_0.1	d_w	0.03282974154803382
imp2	shape_0.1	d_w	0.08212622498846084
slim	shape_0.1	d_w	0.08459309027434705
imp1	shape_0.1	d_w	0.031982768327942626
imp2	shape_0.1	d_w	0.08764965171090422
slim	shape_0.1	d_w	0.08344016040495678
imp1	shape_0.1	d_w	0.032289683913286765
imp2	shape_0.1	d_w	0.06478657762163424
slim	shape_0.1	d_w	0.08365994096869406
imp1	shape_0.1	d_w	0.03208037194615218
imp2	shape_0.1	d_w	0.07898964515751628
slim	shape_0.1	d_w	0.08372441663407638
imp1	shape_0.1	d_w	0.027757994378191243
imp2	shape_0.1	d_w	0.07364669609756593
slim	shape_0.1	d_w	0.08195352036554807
imp1	shape_0.1	d_w	0.02565278425885158
imp2	shape_0.1	d_w	0.0682353754964628
slim	shape_0.1	d_w	0.0822124780345207
imp1	shape_0.1	d_w	0.031867371222080235
imp2	shape_0.1	d_w	0.07319773176631444
slim	shape_0.1	d_w	0.08130476329300487
imp1	shape_0.1	d_w	0.029247052553756772
imp2	shape_0.1	d_w	0.07899010847681318
slim	shape_0.1	d_w	0.08231225296442687
imp1	shape_0.1	d_w	0.023059176079941693
imp2	shape_0.1	d_w	0.07413567477923189
slim	shape_0.1	d_w	0.08341865340548973
imp1	shape_0.1	d_w	0.024378760538030418
imp2	shape_0.1	d_w	0.07545887425243569
slim	shape_0.1	d_w	0.08303863785199737
imp1	shape_0.1	d_w	0.032500677300149064
imp2	shape_0.1	d_w	0.08074474890052691
slim	shape_0.1	d_w	0.0819653217299578
imp1	shape_0.1	d_w	0.030268390677307497
imp2	shape_0.1	d_w	0.07689632333969718
slim	shape_0.1	d_w	0.08072137473226401
imp1	shape_0.1	d_w	0.030217566412549364
imp2	shape_0.1	d_w	0.0801318427722922
slim	shape_0.1	d_w	0.08564951705105459
imp1	shape_0.1	d_w	0.02436701367245778
imp2	shape_0.1	d_w	0.07267598634891925
slim	shape_0.1	d_w	0.08201637085663344
imp1	shape_0.1	d_w	0.026632962467033713
imp2	shape_0.1	d_w	0.07262221215893061
slim	shape_0.1	d_w	0.08209493816225437
imp1	shape_0.1	d_w	0.02509025862644066
imp2	shape_0.1	d_w	0.08562703510771644
slim	shape_0.1	d_w	0.08196909927679158
imp1	shape_0.1	d_w	0.03658115281736679
imp2	shape_0.1	d_w	0.08433190681147024
slim	shape_0.1	d_w	0.08188927829698857
imp1	shape_0.1	d_w	0.03375064089666436
imp2	shape_0.1	d_w	0.09137093944264504
slim	shape_0.1	d_w	0.08458936722162019
imp1	shape_0.1	d_w	0.02866295841740959
imp2	shape_0.1	d_w	0.07211526800073825
slim	shape_0.1	d_w	0.08375051631557208
imp1	shape_0.1	d_w	0.029235611062991357
imp2	shape_0.1	d_w	0.07265980145689671
slim	shape_0.1	d_w	0.08264155217890835
imp1	shape_0.1	d_w	0.029472683372806122
imp2	shape_0.1	d_w	0.0669036537351571
slim	shape_0.1	d_w	0.08058964867848561
imp1	shape_0.1	d_w	0.029436922751297855
imp2	shape_0.1	d_w	0.07552592560626561
slim	shape_0.1	d_w	0.08016898444948548
imp1	2nes_pos_500	d_w	0.03821896326413464
imp2	2nes_pos_500	d_w	0.07783517307813731
slim	2nes_pos_500	d_w	0.08518304734918053
imp1	2nes_pos_500	d_w	0.03542055088895416
imp2	2nes_pos_500	d_w	0.0837163328870962
slim	2nes_pos_500	d_w	0.08493606586092135
imp1	2nes_pos_500	d_w	0.03614120700365936
imp2	2nes_pos_500	d_w	0.07872622528134221
slim	2nes_pos_500	d_w	0.0848699517310831
imp1	2nes_pos_500	d_w	0.03495208061252722
imp2	2nes_pos_500	d_w	0.08074262868131472
slim	2nes_pos_500	d_w	0.0863750842467454
imp1	2nes_pos_500	d_w	0.03448139537272902
imp2	2nes_pos_500	d_w	0.07830557083123985
slim	2nes_pos_500	d_w	0.08313428185689065
imp1	2nes_pos_500	d_w	0.03632903341062901
imp2	2nes_pos_500	d_w	0.0817052662918369
slim	2nes_pos_500	d_w	0.08648102676627831
imp1	2nes_pos_500	d_w	0.03518279679171699
imp2	2nes_pos_500	d_w	0.08052567339636638
slim	2nes_pos_500	d_w	0.0857795172863666
imp1	2nes_pos_500	d_w	0.038755762315773414
imp2	2nes_pos_500	d_w	0.08313500071273681
slim	2nes_pos_500	d_w	0.08587446295714135
imp1	2nes_pos_500	d_w	0.03436367972567067
imp2	2nes_pos_500	d_w	0.07517717521490068
slim	2nes_pos_500	d_w	0.08358864379084968
imp1	2nes_pos_500	d_w	0.0375239818304947
imp2	2nes_pos_500	d_w	0.07994860832511155
slim	2nes_pos_500	d_w	0.08387040887040886
imp1	2nes_pos_500	d_w	0.03687368390373279
imp2	2nes_pos_500	d_w	0.07436032393678886
slim	2nes_pos_500	d_w	0.08423866183824798
imp1	2nes_pos_500	d_w	0.03575161701678068
imp2	2nes_pos_500	d_w	0.07853039314345756
slim	2nes_pos_500	d_w	0.08591065292096219
imp1	2nes_pos_500	d_w	0.03334757073664624
imp2	2nes_pos_500	d_w	0.07850638246555797
slim	2nes_pos_500	d_w	0.0832071564071773
imp1	2nes_pos_500	d_w	0.03468229554493535
imp2	2nes_pos_500	d_w	0.07910574815762651
slim	2nes_pos_500	d_w	0.08775327236865699
imp1	2nes_pos_500	d_w	0.0356484476406617
imp2	2nes_pos_500	d_w	0.07671647658807812
slim	2nes_pos_500	d_w	0.08596922326205537
imp1	2nes_pos_500	d_w	0.03657162187847339
imp2	2nes_pos_500	d_w	0.08328264533049372
slim	2nes_pos_500	d_w	0.08684275662105301
imp1	2nes_pos_500	d_w	0.03599615071490167
imp2	2nes_pos_500	d_w	0.07588670982310154
slim	2nes_pos_500	d_w	0.08455386984443627
imp1	2nes_pos_500	d_w	0.03590955984603843
imp2	2nes_pos_500	d_w	0.08298509959666714
slim	2nes_pos_500	d_w	0.08817374483425656
imp1	2nes_pos_500	d_w	0.036698516643089124
imp2	2nes_pos_500	d_w	0.08168556528982687
slim	2nes_pos_500	d_w	0.08554250268565686
imp1	2nes_pos_500	d_w	0.03675056261166208
imp2	2nes_pos_500	d_w	0.0820452637495244
slim	2nes_pos_500	d_w	0.08498168498168497
imp1	2nes_pos_500	d_w	0.037829510575294295
imp2	2nes_pos_500	d_w	0.08125295522686878
slim	2nes_pos_500	d_w	0.08632429514306114
imp1	2nes_pos_500	d_w	0.03429615911045249
imp2	2nes_pos_500	d_w	0.07788421320378075
slim	2nes_pos_500	d_w	0.08758273762245168
imp1	2nes_pos_500	d_w	0.035764514190285444
imp2	2nes_pos_500	d_w	0.08149952518333232
slim	2nes_pos_500	d_w	0.08733654989161596
imp1	2nes_pos_500	d_w	0.03686265379374715
imp2	2nes_pos_500	d_w	0.08074449328267401
slim	2nes_pos_500	d_w	0.08504793897403597
imp1	2nes_pos_500	d_w	0.03617701820462136
imp2	2nes_pos_500	d_w	0.07933966622462724
slim	2nes_pos_500	d_w	0.08561932897235704
imp1	2nes_pos_500	d_w	0.03654629294079478
imp2	2nes_pos_500	d_w	0.0799202068691415
slim	2nes_pos_500	d_w	0.08651942910719868
imp1	2nes_pos_500	d_w	0.036625673664129305
imp2	2nes_pos_500	d_w	0.082556949034657
slim	2nes_pos_500	d_w	0.08503773093937028
imp1	2nes_pos_500	d_w	0.0370045522235137
imp2	2nes_pos_500	d_w	0.07797533992882201
slim	2nes_pos_500	d_w	0.08593763632239265
imp1	2nes_pos_500	d_w	0.03686602897469107
imp2	2nes_pos_500	d_w	0.08014402258993839
slim	2nes_pos_500	d_w	0.08675120708866133
imp1	2nes_pos_500	d_w	0.03421644774240349
imp2	2nes_pos_500	d_w	0.0824713483864997
slim	2nes_pos_500	d_w	0.08561565823827295
imp1	2nes_pos_500	d_w	0.03770804957838644
imp2	2nes_pos_500	d_w	0.08172910180319305
slim	2nes_pos_500	d_w	0.08618850236983401
imp1	2nes_pos_500	d_w	0.035632405161068685
imp2	2nes_pos_500	d_w	0.07784643838897382
slim	2nes_pos_500	d_w	0.08515420805018295
imp1	2nes_pos_500	d_w	0.035464181266528554
imp2	2nes_pos_500	d_w	0.08423129629672228
slim	2nes_pos_500	d_w	0.08868977358085631
imp1	2nes_pos_500	d_w	0.035270769147791314
imp2	2nes_pos_500	d_w	0.07965182364578245
slim	2nes_pos_500	d_w	0.08599835460099073
imp1	2nes_pos_500	d_w	0.035934376198272465
imp2	2nes_pos_500	d_w	0.07745197778402113
slim	2nes_pos_500	d_w	0.0845947117468574
imp1	2nes_pos_500	d_w	0.03643840823108163
imp2	2nes_pos_500	d_w	0.0745409333071556
slim	2nes_pos_500	d_w	0.0840112613779643
imp1	2nes_pos_500	d_w	0.03626073025950512
imp2	2nes_pos_500	d_w	0.07760354180084489
slim	2nes_pos_500	d_w	0.08474193099610462
imp1	2nes_pos_500	d_w	0.03633352321471522
imp2	2nes_pos_500	d_w	0.07828684794127883
slim	2nes_pos_500	d_w	0.0852778361712564
imp1	2nes_pos_500	d_w	0.03597691972858266
imp2	2nes_pos_500	d_w	0.08060952166497783
slim	2nes_pos_500	d_w	0.08497181113460184
imp1	2nes_pos_500	d_w	0.03767297137498423
imp2	2nes_pos_500	d_w	0.07974213140542921
slim	2nes_pos_500	d_w	0.08624980145073331
imp1	2nes_pos_500	d_w	0.034625919767963725
imp2	2nes_pos_500	d_w	0.0823103108485812
slim	2nes_pos_500	d_w	0.08418981359475747
imp1	2nes_pos_500	d_w	0.035313421671682346
imp2	2nes_pos_500	d_w	0.07626634876102793
slim	2nes_pos_500	d_w	0.08427475592747559
imp1	2nes_pos_500	d_w	0.035658435888632815
imp2	2nes_pos_500	d_w	0.082122865474469
slim	2nes_pos_500	d_w	0.08675048184888512
imp1	2nes_pos_500	d_w	0.03625848280991539
imp2	2nes_pos_500	d_w	0.08303124611839525
slim	2nes_pos_500	d_w	0.0881019678950456
imp1	2nes_pos_500	d_w	0.03662751193086275
imp2	2nes_pos_500	d_w	0.07851883577641694
slim	2nes_pos_500	d_w	0.08436182115500473
imp1	2nes_pos_500	d_w	0.03647808047151085
imp2	2nes_pos_500	d_w	0.08542057438094541
slim	2nes_pos_500	d_w	0.08380528943700488
imp1	2nes_pos_500	d_w	0.03685180630771165
imp2	2nes_pos_500	d_w	0.08474693865136547
slim	2nes_pos_500	d_w	0.08685236671387854
imp1	2nes_pos_500	d_w	0.0359600991828944
imp2	2nes_pos_500	d_w	0.07678831867454187
slim	2nes_pos_500	d_w	0.08616815592830641
imp1	2nes_pos_500	d_w	0.03435813805819725
imp2	2nes_pos_500	d_w	0.07619096428006272
slim	2nes_pos_500	d_w	0.08554309471404116
imp1	2nes_pos_500	d_w	0.036365540120990726
imp2	2nes_pos_500	d_w	0.08216686050724087
slim	2nes_pos_500	d_w	0.08566059403873257
imp1	2nes_pos_500	d_w	0.03626641243558471
imp2	2nes_pos_500	d_w	0.07737357490612426
slim	2nes_pos_500	d_w	0.08401581968360633
imp1	2nes_pos_500	d_w	0.038669183011776076
imp2	2nes_pos_500	d_w	0.08097550471070764
slim	2nes_pos_500	d_w	0.0854723332632022
imp1	2nes_pos_500	d_w	0.036784721815378715
imp2	2nes_pos_500	d_w	0.08046975680308532
slim	2nes_pos_500	d_w	0.08684599982589014
imp1	2nes_pos_500	d_w	0.03425068566378432
imp2	2nes_pos_500	d_w	0.08333701901813356
slim	2nes_pos_500	d_w	0.08530005569479254
imp1	2nes_pos_500	d_w	0.03733476468152855
imp2	2nes_pos_500	d_w	0.08101012430987202
slim	2nes_pos_500	d_w	0.08563463258113724
imp1	2nes_pos_500	d_w	0.03620052316969644
imp2	2nes_pos_500	d_w	0.081406762738719
slim	2nes_pos_500	d_w	0.08558630054847186
imp1	2nes_pos_500	d_w	0.03487260220541179
imp2	2nes_pos_500	d_w	0.08235152570146476
slim	2nes_pos_500	d_w	0.08487791294662281
imp1	2nes_pos_500	d_w	0.034716193266799034
imp2	2nes_pos_500	d_w	0.07821815688925324
slim	2nes_pos_500	d_w	0.08827717133364973
imp1	2nes_pos_500	d_w	0.03596611010244711
imp2	2nes_pos_500	d_w	0.08030452324125285
slim	2nes_pos_500	d_w	0.08335486093171446
imp1	2nes_pos_500	d_w	0.03539994355586981
imp2	2nes_pos_500	d_w	0.07852010766102077
slim	2nes_pos_500	d_w	0.0844062947067239
imp1	2nes_pos_500	d_w	0.036066284185981394
imp2	2nes_pos_500	d_w	0.08638023770897763
slim	2nes_pos_500	d_w	0.08438751844823951
imp1	2nes_pos_500	d_w	0.03571967336466717
imp2	2nes_pos_500	d_w	0.08413499048706347
slim	2nes_pos_500	d_w	0.0839283542676465
imp1	2nes_pos_500	d_w	0.03563297931785678
imp2	2nes_pos_500	d_w	0.08631158045935691
slim	2nes_pos_500	d_w	0.08598871244785641
imp1	2nes_pos_500	d_w	0.03582877444815149
imp2	2nes_pos_500	d_w	0.07750696017312549
slim	2nes_pos_500	d_w	0.08504419357661677
imp1	2nes_pos_500	d_w	0.03559858160040759
imp2	2nes_pos_500	d_w	0.08172269135746768
slim	2nes_pos_500	d_w	0.08679579298135999
imp1	2nes_pos_500	d_w	0.03478601377127909
imp2	2nes_pos_500	d_w	0.07887260889534874
slim	2nes_pos_500	d_w	0.08603484824983196
imp1	2nes_pos_500	d_w	0.03480821381392351
imp2	2nes_pos_500	d_w	0.08091944057843295
slim	2nes_pos_500	d_w	0.08653626474051423
imp1	2nes_pos_500	d_w	0.0355320668653437
imp2	2nes_pos_500	d_w	0.07400100609811394
slim	2nes_pos_500	d_w	0.08451903198346102
imp1	2nes_pos_500	d_w	0.0357802976728839
imp2	2nes_pos_500	d_w	0.08207303562223574
slim	2nes_pos_500	d_w	0.085555729520032
imp1	2nes_pos_500	d_w	0.035629116566114
imp2	2nes_pos_500	d_w	0.08256644135183655
slim	2nes_pos_500	d_w	0.08462239994387738
imp1	2nes_pos_500	d_w	0.036954417270332204
imp2	2nes_pos_500	d_w	0.0775585598838185
slim	2nes_pos_500	d_w	0.08530176760974574
imp1	2nes_pos_500	d_w	0.03320801611479122
imp2	2nes_pos_500	d_w	0.07793991014687077
slim	2nes_pos_500	d_w	0.08548091818053795
imp1	2nes_pos_500	d_w	0.03801608815826523
imp2	2nes_pos_500	d_w	0.08770347658658614
slim	2nes_pos_500	d_w	0.08520055325034577
imp1	2nes_pos_500	d_w	0.035267297343759337
imp2	2nes_pos_500	d_w	0.07047862527678239
slim	2nes_pos_500	d_w	0.08480443059882312
imp1	2nes_pos_500	d_w	0.0345070345549828
imp2	2nes_pos_500	d_w	0.07501577708323351
slim	2nes_pos_500	d_w	0.0852002361849189
imp1	2nes_pos_500	d_w	0.03507882022375605
imp2	2nes_pos_500	d_w	0.08273244851261433
slim	2nes_pos_500	d_w	0.08644121365360304
imp1	2nes_pos_500	d_w	0.03444292275760759
imp2	2nes_pos_500	d_w	0.07675575717584099
slim	2nes_pos_500	d_w	0.08499080148564683
imp1	2nes_pos_500	d_w	0.03492663281782522
imp2	2nes_pos_500	d_w	0.07537428174824877
slim	2nes_pos_500	d_w	0.08474224665491131
imp1	2nes_pos_500	d_w	0.03537149701996815
imp2	2nes_pos_500	d_w	0.07840361861809059
slim	2nes_pos_500	d_w	0.08358599059069524
imp1	2nes_pos_500	d_w	0.03708263739759802
imp2	2nes_pos_500	d_w	0.07867328579525504
slim	2nes_pos_500	d_w	0.08594925634295714
imp1	2nes_pos_500	d_w	0.035645639842273334
imp2	2nes_pos_500	d_w	0.08186857478729942
slim	2nes_pos_500	d_w	0.08654714752275727
imp1	2nes_pos_500	d_w	0.037574156875603844
imp2	2nes_pos_500	d_w	0.07780912020696956
slim	2nes_pos_500	d_w	0.08552259887005649
imp1	2nes_pos_500	d_w	0.035925044464505285
imp2	2nes_pos_500	d_w	0.08288490394830127
slim	2nes_pos_500	d_w	0.08669283541976094
imp1	2nes_pos_500	d_w	0.035521881517031416
imp2	2nes_pos_500	d_w	0.0776725199541779
slim	2nes_pos_500	d_w	0.08401283602504075
imp1	2nes_pos_500	d_w	0.03302193965021726
imp2	2nes_pos_500	d_w	0.07789339752893397
slim	2nes_pos_500	d_w	0.0853742908537429
imp1	2nes_pos_500	d_w	0.03700386574240718
imp2	2nes_pos_500	d_w	0.07893510372053752
slim	2nes_pos_500	d_w	0.08685063512921594
imp1	2nes_pos_500	d_w	0.03602114112269176
imp2	2nes_pos_500	d_w	0.07554299498461783
slim	2nes_pos_500	d_w	0.08365078536763555
imp1	2nes_pos_500	d_w	0.03503604273487025
imp2	2nes_pos_500	d_w	0.07788275355842922
slim	2nes_pos_500	d_w	0.08856866404036215
imp1	2nes_pos_500	d_w	0.034604728842603696
imp2	2nes_pos_500	d_w	0.08129248063030613
slim	2nes_pos_500	d_w	0.08415323424743562
imp1	2nes_pos_500	d_w	0.03832956119386095
imp2	2nes_pos_500	d_w	0.08255993159492087
slim	2nes_pos_500	d_w	0.086219691086375
imp1	2nes_pos_500	d_w	0.03568931855938248
imp2	2nes_pos_500	d_w	0.08084662538474802
slim	2nes_pos_500	d_w	0.08500406633428803
imp1	2nes_pos_500	d_w	0.03656363795004208
imp2	2nes_pos_500	d_w	0.07846542273113359
slim	2nes_pos_500	d_w	0.08662860734300529
imp1	2nes_pos_500	d_w	0.03499902310964101
imp2	2nes_pos_500	d_w	0.0768060792630803
slim	2nes_pos_500	d_w	0.08402167622454884
imp1	2nes_pos_500	d_w	0.03488854779620218
imp2	2nes_pos_500	d_w	0.07834207146637964
slim	2nes_pos_500	d_w	0.08421724357979338
imp1	2nes_pos_500	d_w	0.03643237181854014
imp2	2nes_pos_500	d_w	0.08130803377206433
slim	2nes_pos_500	d_w	0.08577306535844278
imp1	2nes_pos_500	d_w	0.038736456806702874
imp2	2nes_pos_500	d_w	0.08227746245295171
slim	2nes_pos_500	d_w	0.08750613647520863
imp1	2nes_pos_500	d_w	0.035697088456836515
imp2	2nes_pos_500	d_w	0.08385983254980703
slim	2nes_pos_500	d_w	0.08535274744323107
imp1	2nes_pos_500	d_w	0.03883157544285198
imp2	2nes_pos_500	d_w	0.07931068026865622
slim	2nes_pos_500	d_w	0.08678947368421053
imp1	2nes_pos_500	d_w	0.03620380263598753
imp2	2nes_pos_500	d_w	0.08541730433316103
slim	2nes_pos_500	d_w	0.08605675825700805
imp1	2nes_pos_500	d_w	0.038094803500958924
imp2	2nes_pos_500	d_w	0.07520391191880339
slim	2nes_pos_500	d_w	0.08560399636693913
imp1	2nes_neg_500	d_w	0.049945885153237286
imp2	2nes_neg_500	d_w	0.10966804097045982
slim	2nes_neg_500	d_w	0.11694282001299545
imp1	2nes_neg_500	d_w	0.04986721264996896
imp2	2nes_neg_500	d_w	0.11066149282190271
slim	2nes_neg_500	d_w	0.11526418786692758
imp1	2nes_neg_500	d_w	0.050454963392355175
imp2	2nes_neg_500	d_w	0.10750295708863897
slim	2nes_neg_500	d_w	0.11752741709785544
imp1	2nes_neg_500	d_w	0.04709847044582678
imp2	2nes_neg_500	d_w	0.10432278711356652
slim	2nes_neg_500	d_w	0.11726341876997326
imp1	2nes_neg_500	d_w	0.05229718844539555
imp2	2nes_neg_500	d_w	0.11280136332172139
slim	2nes_neg_500	d_w	0.11924882629107982
imp1	2nes_neg_500	d_w	0.049275771016304704
imp2	2nes_neg_500	d_w	0.10617873082138396
slim	2nes_neg_500	d_w	0.11795271499090672
imp1	2nes_neg_500	d_w	0.05391702282611345
imp2	2nes_neg_500	d_w	0.11240619873879833
slim	2nes_neg_500	d_w	0.11897425865245105
imp1	2nes_neg_500	d_w	0.05082669738896624
imp2	2nes_neg_500	d_w	0.1149262172731155
slim	2nes_neg_500	d_w	0.11765857478465153
imp1	2nes_neg_500	d_w	0.05182507310379565
imp2	2nes_neg_500	d_w	0.11586938186449752
slim	2nes_neg_500	d_w	0.12053415715780558
imp1	2nes_neg_500	d_w	0.05085539477114892
imp2	2nes_neg_500	d_w	0.11632550985340565
slim	2nes_neg_500	d_w	0.12061209076281483
imp1	2nes_neg_500	d_w	0.051956934638986964
imp2	2nes_neg_500	d_w	0.11624929949252355
slim	2nes_neg_500	d_w	0.12107711138310892
imp1	2nes_neg_500	d_w	0.052133465636711125
imp2	2nes_neg_500	d_w	0.11523343004927011
slim	2nes_neg_500	d_w	0.11871438487739519
imp1	2nes_neg_500	d_w	0.05405637021387194
imp2	2nes_neg_500	d_w	0.11544101807078594
slim	2nes_neg_500	d_w	0.12298460822446063
imp1	2nes_neg_500	d_w	0.050548173366081
imp2	2nes_neg_500	d_w	0.10703592210330456
slim	2nes_neg_500	d_w	0.11838922664574753
imp1	2nes_neg_500	d_w	0.05303741391429027
imp2	2nes_neg_500	d_w	0.11534453567710036
slim	2nes_neg_500	d_w	0.12166221077994521
imp1	2nes_neg_500	d_w	0.0518486096158799
imp2	2nes_neg_500	d_w	0.11242261631787633
slim	2nes_neg_500	d_w	0.11990220048899755
imp1	2nes_neg_500	d_w	0.04945271441538304
imp2	2nes_neg_500	d_w	0.11415516253120431
slim	2nes_neg_500	d_w	0.11926426937861903
imp1	2nes_neg_500	d_w	0.05120636225445103
imp2	2nes_neg_500	d_w	0.11246771857189376
slim	2nes_neg_500	d_w	0.1186518701191944
imp1	2nes_neg_500	d_w	0.049044430107542364
imp2	2nes_neg_500	d_w	0.10820464449803455
slim	2nes_neg_500	d_w	0.11678999036278401
imp1	2nes_neg_500	d_w	0.05035506558010558
imp2	2nes_neg_500	d_w	0.1111802823827844
slim	2nes_neg_500	d_w	0.11962765870884798
imp1	2nes_neg_500	d_w	0.05238644918104593
imp2	2nes_neg_500	d_w	0.10810475961447782
slim	2nes_neg_500	d_w	0.11723191214470283
imp1	2nes_neg_500	d_w	0.053910685678416725
imp2	2nes_neg_500	d_w	0.12021417946738502
slim	2nes_neg_500	d_w	0.12300394200574596
imp1	2nes_neg_500	d_w	0.0516336694887058
imp2	2nes_neg_500	d_w	0.11362821604990693
slim	2nes_neg_500	d_w	0.11869926682377585
imp1	2nes_neg_500	d_w	0.04712969499314907
imp2	2nes_neg_500	d_w	0.10810388882468243
slim	2nes_neg_500	d_w	0.11712592013549605
imp1	2nes_neg_500	d_w	0.05045689193378777
imp2	2nes_neg_500	d_w	0.11239334806082418
slim	2nes_neg_500	d_w	0.1172250357096481
imp1	2nes_neg_500	d_w	0.04982396676439
imp2	2nes_neg_500	d_w	0.109310058434338
slim	2nes_neg_500	d_w	0.11663098481899571
imp1	2nes_neg_500	d_w	0.05489009050016739
imp2	2nes_neg_500	d_w	0.10913054077069076
slim	2nes_neg_500	d_w	0.12039134574345842
imp1	2nes_neg_500	d_w	0.05365868364565998
imp2	2nes_neg_500	d_w	0.11074266968293503
slim	2nes_neg_500	d_w	0.11916359163591635
imp1	2nes_neg_500	d_w	0.05331126209056264
imp2	2nes_neg_500	d_w	0.11416488832063018
slim	2nes_neg_500	d_w	0.11726282019480412
imp1	2nes_neg_500	d_w	0.050364800897018364
imp2	2nes_neg_500	d_w	0.11007640365362092
slim	2nes_neg_500	d_w	0.11793913770217786
imp1	2nes_neg_500	d_w	0.052241560358211286
imp2	2nes_neg_500	d_w	0.10908922345367267
slim	2nes_neg_500	d_w	0.11757181255869684
imp1	2nes_neg_500	d_w	0.051467635656887646
imp2	2nes_neg_500	d_w	0.10815116300451602
slim	2nes_neg_500	d_w	0.11686927882985422
imp1	2nes_neg_500	d_w	0.05248787962228421
imp2	2nes_neg_500	d_w	0.11240707307661241
slim	2nes_neg_500	d_w	0.11832526270711863
imp1	2nes_neg_500	d_w	0.05070298560428544
imp2	2nes_neg_500	d_w	0.11193951342975925
slim	2nes_neg_500	d_w	0.11841034075993952
imp1	2nes_neg_500	d_w	0.054092347332512225
imp2	2nes_neg_500	d_w	0.10994297820713785
slim	2nes_neg_500	d_w	0.11974303925974003
imp1	2nes_neg_500	d_w	0.05110637556034557
imp2	2nes_neg_500	d_w	0.10302923864971769
slim	2nes_neg_500	d_w	0.1159912093594467
imp1	2nes_neg_500	d_w	0.05492125746831178
imp2	2nes_neg_500	d_w	0.11287522559925559
slim	2nes_neg_500	d_w	0.11989866797417667
imp1	2nes_neg_500	d_w	0.051087340600133126
imp2	2nes_neg_500	d_w	0.1099277027519053
slim	2nes_neg_500	d_w	0.12256726750261233
imp1	2nes_neg_500	d_w	0.05030870228373841
imp2	2nes_neg_500	d_w	0.11069482961918753
slim	2nes_neg_500	d_w	0.11774517424536857
imp1	2nes_neg_500	d_w	0.052856235327983156
imp2	2nes_neg_500	d_w	0.11750842221480035
slim	2nes_neg_500	d_w	0.12254656936252457
imp1	2nes_neg_500	d_w	0.04926273106384144
imp2	2nes_neg_500	d_w	0.10793335452426361
slim	2nes_neg_500	d_w	0.11682530432530432
imp1	2nes_neg_500	d_w	0.04970726207780321
imp2	2nes_neg_500	d_w	0.11340365422196527
slim	2nes_neg_500	d_w	0.11636743146943235
imp1	2nes_neg_500	d_w	0.051175334645724775
imp2	2nes_neg_500	d_w	0.11122732362014622
slim	2nes_neg_500	d_w	0.11834733893557423
imp1	2nes_neg_500	d_w	0.052364526934670724
imp2	2nes_neg_500	d_w	0.11786111574177058
slim	2nes_neg_500	d_w	0.11887010054740672
imp1	2nes_neg_500	d_w	0.04991971385680749
imp2	2nes_neg_500	d_w	0.10830471008608318
slim	2nes_neg_500	d_w	0.11771285695486247
imp1	2nes_neg_500	d_w	0.051257080385719384
imp2	2nes_neg_500	d_w	0.11023549525530629
slim	2nes_neg_500	d_w	0.11934706542549679
imp1	2nes_neg_500	d_w	0.05151325209467429
imp2	2nes_neg_500	d_w	0.1104548940382852
slim	2nes_neg_500	d_w	0.1212210491856944
imp1	2nes_neg_500	d_w	0.05427411532975938
imp2	2nes_neg_500	d_w	0.11352731991956291
slim	2nes_neg_500	d_w	0.11892640007908656
imp1	2nes_neg_500	d_w	0.05064996121081429
imp2	2nes_neg_500	d_w	0.10491291691135002
slim	2nes_neg_500	d_w	0.11792128766316615
imp1	2nes_neg_500	d_w	0.05209655664832764
imp2	2nes_neg_500	d_w	0.11172739414286194
slim	2nes_neg_500	d_w	0.1180079275011924
imp1	2nes_neg_500	d_w	0.05197876764314463
imp2	2nes_neg_500	d_w	0.11422789713652864
slim	2nes_neg_500	d_w	0.1208158647767352
imp1	2nes_neg_500	d_w	0.050915460434909285
imp2	2nes_neg_500	d_w	0.11157599392864326
slim	2nes_neg_500	d_w	0.11857359487355085
imp1	2nes_neg_500	d_w	0.05174422499122184
imp2	2nes_neg_500	d_w	0.10956771167251807
slim	2nes_neg_500	d_w	0.11965434280944665
imp1	2nes_neg_500	d_w	0.05393171846135806
imp2	2nes_neg_500	d_w	0.11423926115786581
slim	2nes_neg_500	d_w	0.12013104013104012
imp1	2nes_neg_500	d_w	0.05115540271997793
imp2	2nes_neg_500	d_w	0.10712477541863091
slim	2nes_neg_500	d_w	0.12019183229506575
