test	analysis	variable	value
imp2	base	d_w	0.07430217424382739
slim	base	d_w	0.08277100830137385
imp1	base	d_w	0.036699763659887516
imp2	base	d_w	0.07774511193504434
slim	base	d_w	0.08107321333268643
imp1	base	d_w	0.03669424190415527
imp2	base	d_w	0.0777964477222497
slim	base	d_w	0.08387033302179153
imp1	base	d_w	0.03620043657441656
imp2	base	d_w	0.08062021358754265
slim	base	d_w	0.08133249931835314
imp1	base	d_w	0.03801411519386523
imp2	base	d_w	0.07420644929366793
slim	base	d_w	0.08047429293420157
imp1	base	d_w	0.037373271457861915
imp2	base	d_w	0.07470910410095957
slim	base	d_w	0.08096191080522608
imp1	base	d_w	0.038696638034361616
imp2	base	d_w	0.07907865522998439
slim	base	d_w	0.08193317883352645
imp1	base	d_w	0.03529233759453816
imp2	base	d_w	0.07155338161683572
slim	base	d_w	0.08096912480131015
imp1	base	d_w	0.0368604101172598
imp2	base	d_w	0.07975178990480275
slim	base	d_w	0.08332522461159222
imp1	base	d_w	0.0343088088985498
imp2	base	d_w	0.07810882258280875
slim	base	d_w	0.08018399205051767
imp1	base	d_w	0.037125533403781615
imp2	base	d_w	0.07815286463667553
slim	base	d_w	0.08284505208333333
imp1	base	d_w	0.03603014937719633
imp2	base	d_w	0.07607953994414596
slim	base	d_w	0.08200772453521864
imp1	base	d_w	0.036787558292162126
imp2	base	d_w	0.07901790909675468
slim	base	d_w	0.08263993641834136
imp1	base	d_w	0.03705848694996221
imp2	base	d_w	0.07890031676479353
slim	base	d_w	0.08317398055078859
imp1	base	d_w	0.03622799000730305
imp2	base	d_w	0.07351553064919764
slim	base	d_w	0.08403333984502181
imp1	base	d_w	0.03576922979940302
imp2	base	d_w	0.0778273935478053
slim	base	d_w	0.08142419848558079
imp1	base	d_w	0.03665607530590437
imp2	base	d_w	0.08050909765365648
slim	base	d_w	0.08564198626310428
imp1	base	d_w	0.0375268181471074
imp2	base	d_w	0.08088414803149514
slim	base	d_w	0.0838014074504487
imp1	base	d_w	0.03895271709650212
imp2	base	d_w	0.078277869746116
slim	base	d_w	0.08185321853218532
imp1	base	d_w	0.038408475735854514
imp2	base	d_w	0.07886840060654027
slim	base	d_w	0.0825119730626522
imp1	base	d_w	0.03744306031784645
imp2	base	d_w	0.07884819714704426
slim	base	d_w	0.08309909211334043
imp1	alpha_0.1	d_w	0.03296763698351508
imp2	alpha_0.1	d_w	0.07325867474543331
slim	alpha_0.1	d_w	0.07717646327630945
imp1	alpha_0.1	d_w	0.03504598660311535
imp2	alpha_0.1	d_w	0.07093998967692584
slim	alpha_0.1	d_w	0.07711686494051784
imp1	alpha_0.1	d_w	0.03403151479343744
imp2	alpha_0.1	d_w	0.07318799549442934
slim	alpha_0.1	d_w	0.07562022531108115
imp1	alpha_0.1	d_w	0.03434252954443787
imp2	alpha_0.1	d_w	0.07643887272127711
slim	alpha_0.1	d_w	0.07699359811051028
imp1	alpha_0.1	d_w	0.032482812039869635
imp2	alpha_0.1	d_w	0.07171287975802076
slim	alpha_0.1	d_w	0.07764378333567953
imp1	alpha_0.1	d_w	0.03331011092334393
imp2	alpha_0.1	d_w	0.0748638523501515
slim	alpha_0.1	d_w	0.07544935959530728
imp1	alpha_0.1	d_w	0.033141488540928694
imp2	alpha_0.1	d_w	0.07438015456203555
slim	alpha_0.1	d_w	0.07658817758155506
imp1	alpha_0.1	d_w	0.034529639714136307
imp2	alpha_0.1	d_w	0.07307054072875252
slim	alpha_0.1	d_w	0.07915968472661825
imp1	alpha_0.1	d_w	0.03524102327670019
imp2	alpha_0.1	d_w	0.07554501751909964
slim	alpha_0.1	d_w	0.07922878530540353
imp1	alpha_0.1	d_w	0.03478691719181265
imp2	alpha_0.1	d_w	0.07030186336024949
slim	alpha_0.1	d_w	0.07699098596784684
imp1	alpha_0.1	d_w	0.03325506230094697
imp2	alpha_0.1	d_w	0.07279016776663469
slim	alpha_0.1	d_w	0.07518001835176286
imp1	alpha_0.1	d_w	0.033570878662929335
imp2	alpha_0.1	d_w	0.07135362905516836
slim	alpha_0.1	d_w	0.07590896475159589
imp1	alpha_0.1	d_w	0.036003539705818606
imp2	alpha_0.1	d_w	0.07163385149579085
slim	alpha_0.1	d_w	0.07650626520119454
imp1	alpha_0.1	d_w	0.03350842126527773
imp2	alpha_0.1	d_w	0.07314499397356766
slim	alpha_0.1	d_w	0.0769088213491475
imp1	alpha_0.1	d_w	0.03491971603971916
imp2	alpha_0.1	d_w	0.07430085939795306
slim	alpha_0.1	d_w	0.07694324895491075
imp1	alpha_0.1	d_w	0.03508638194757473
imp2	alpha_0.1	d_w	0.07600319466632946
slim	alpha_0.1	d_w	0.07880316333520143
imp1	alpha_0.1	d_w	0.035932989213243144
imp2	alpha_0.1	d_w	0.07426981548452016
slim	alpha_0.1	d_w	0.07644104430035296
imp1	alpha_0.1	d_w	0.03498883631519444
imp2	alpha_0.1	d_w	0.07450622867745348
slim	alpha_0.1	d_w	0.07703107161590916
imp1	alpha_0.1	d_w	0.035387765645511764
imp2	alpha_0.1	d_w	0.07423061308682594
slim	alpha_0.1	d_w	0.07703204151077031
imp1	alpha_0.1	d_w	0.034860261734485365
imp2	alpha_0.1	d_w	0.07459096962242157
slim	alpha_0.1	d_w	0.07746576289943283
imp1	alpha_0.1	d_w	0.03538933385587743
imp2	alpha_0.1	d_w	0.07043635483888704
slim	alpha_0.1	d_w	0.07773590830585649
imp1	alpha_0.1	d_w	0.0329485684995305
imp2	alpha_0.1	d_w	0.06862323415336025
slim	alpha_0.1	d_w	0.07692666978047641
imp1	alpha_0.1	d_w	0.034959075116841765
imp2	alpha_0.1	d_w	0.07573014242363547
slim	alpha_0.1	d_w	0.07793103448275862
imp1	alpha_0.1	d_w	0.035924615315468075
imp2	alpha_0.1	d_w	0.07105041104890983
slim	alpha_0.1	d_w	0.0771947841782591
imp1	alpha_0.1	d_w	0.03487416395797571
imp2	alpha_0.1	d_w	0.07527584612229637
slim	alpha_0.1	d_w	0.07602284720928788
imp1	alpha_0.1	d_w	0.03176869560567042
imp2	alpha_0.1	d_w	0.07009560684553762
slim	alpha_0.1	d_w	0.07707787345563459
imp1	alpha_0.1	d_w	0.032956441715902
imp2	alpha_0.1	d_w	0.06793643384296849
slim	alpha_0.1	d_w	0.07433000280138201
imp1	alpha_0.1	d_w	0.03680356677392394
imp2	alpha_0.1	d_w	0.07179889999969062
slim	alpha_0.1	d_w	0.0776004143711447
imp1	alpha_0.1	d_w	0.033593477503061395
imp2	alpha_0.1	d_w	0.07166881489413629
slim	alpha_0.1	d_w	0.07869650569297212
imp1	alpha_0.1	d_w	0.03453194798148356
imp2	alpha_0.1	d_w	0.07073116319940882
slim	alpha_0.1	d_w	0.0779401858031364
imp1	alpha_0.1	d_w	0.03732287355183278
imp2	alpha_0.1	d_w	0.0749344347013426
slim	alpha_0.1	d_w	0.07926555509110894
imp1	alpha_0.1	d_w	0.034039187137124186
imp2	alpha_0.1	d_w	0.0706835295929023
slim	alpha_0.1	d_w	0.07532991771464058
imp1	alpha_0.1	d_w	0.03328172215678159
imp2	alpha_0.1	d_w	0.07026395661569734
slim	alpha_0.1	d_w	0.07526584301432171
imp1	alpha_0.1	d_w	0.0314516844280948
imp2	alpha_0.1	d_w	0.06986811802128914
slim	alpha_0.1	d_w	0.07580887013248001
imp1	alpha_0.1	d_w	0.035641700722797515
imp2	alpha_0.1	d_w	0.07160753557369179
slim	alpha_0.1	d_w	0.07632966053509135
imp1	alpha_0.1	d_w	0.0332377170266573
imp2	alpha_0.1	d_w	0.06981977290550256
slim	alpha_0.1	d_w	0.07565330605412443
imp1	alpha_0.1	d_w	0.03455993403185116
imp2	alpha_0.1	d_w	0.073303757126768
slim	alpha_0.1	d_w	0.0807198186283771
imp1	alpha_0.1	d_w	0.03500029121021175
imp2	alpha_0.1	d_w	0.07413358188460314
slim	alpha_0.1	d_w	0.07797162130728076
imp1	alpha_0.1	d_w	0.03481833547439629
imp2	alpha_0.1	d_w	0.07080744643176472
slim	alpha_0.1	d_w	0.07690410114091889
imp1	alpha_0.1	d_w	0.03226780168145763
imp2	alpha_0.1	d_w	0.06812127106127333
slim	alpha_0.1	d_w	0.07589183233093062
imp1	alpha_0.1	d_w	0.03175321146582022
imp2	alpha_0.1	d_w	0.07089272000457228
slim	alpha_0.1	d_w	0.0765029837237486
imp1	alpha_0.1	d_w	0.035148676653868394
imp2	alpha_0.1	d_w	0.07491208459022702
slim	alpha_0.1	d_w	0.07878816228521532
imp1	alpha_0.1	d_w	0.03339538160440027
imp2	alpha_0.1	d_w	0.06896568046697069
slim	alpha_0.1	d_w	0.07771867612293143
imp1	alpha_0.1	d_w	0.03594622606010168
imp2	alpha_0.1	d_w	0.07578265236290462
slim	alpha_0.1	d_w	0.07909048288795123
imp1	alpha_0.1	d_w	0.0343500374675883
imp2	alpha_0.1	d_w	0.07098625539999653
slim	alpha_0.1	d_w	0.07756250098210217
imp1	alpha_0.1	d_w	0.03673600231761191
imp2	alpha_0.1	d_w	0.0739657459325492
slim	alpha_0.1	d_w	0.07870867366783352
imp1	alpha_0.1	d_w	0.033498965747028965
imp2	alpha_0.1	d_w	0.06755458423926733
slim	alpha_0.1	d_w	0.0743570629891912
imp1	alpha_0.1	d_w	0.032928564083215484
imp2	alpha_0.1	d_w	0.06772786967845179
slim	alpha_0.1	d_w	0.07605546517933225
imp1	alpha_0.1	d_w	0.03440312215239469
imp2	alpha_0.1	d_w	0.07117536603413518
slim	alpha_0.1	d_w	0.07551466146196384
imp1	alpha_0.1	d_w	0.035736787910601336
imp2	alpha_0.1	d_w	0.07202101532312569
slim	alpha_0.1	d_w	0.0760884815039985
imp1	alpha_0.1	d_w	0.03375842658508796
imp2	alpha_0.1	d_w	0.07345983096050934
slim	alpha_0.1	d_w	0.07552897884084636
imp1	alpha_0.1	d_w	0.03237538431774196
imp2	alpha_0.1	d_w	0.06954718660463347
slim	alpha_0.1	d_w	0.07351474131712632
imp1	alpha_0.1	d_w	0.03476469140934815
imp2	alpha_0.1	d_w	0.07393259068373834
slim	alpha_0.1	d_w	0.07704336786040533
imp1	alpha_0.1	d_w	0.03380191315020034
imp2	alpha_0.1	d_w	0.07155073362433201
slim	alpha_0.1	d_w	0.07777256374159236
imp1	alpha_0.1	d_w	0.03299510368637998
imp2	alpha_0.1	d_w	0.06987506141131852
slim	alpha_0.1	d_w	0.07898284890101276
imp1	alpha_0.1	d_w	0.03414231467225513
imp2	alpha_0.1	d_w	0.069636817396027
slim	alpha_0.1	d_w	0.07656469354067355
imp1	alpha_0.1	d_w	0.036807552313569
imp2	alpha_0.1	d_w	0.07798163798641923
slim	alpha_0.1	d_w	0.0790117683734705
imp1	alpha_0.1	d_w	0.03284256228172537
imp2	alpha_0.1	d_w	0.06930248502186506
slim	alpha_0.1	d_w	0.07708508845829823
imp1	alpha_0.1	d_w	0.03326530690318129
imp2	alpha_0.1	d_w	0.07163815976871507
slim	alpha_0.1	d_w	0.0773787428854244
imp1	alpha_0.1	d_w	0.03352225287392298
imp2	alpha_0.1	d_w	0.06954844537299165
slim	alpha_0.1	d_w	0.07549664753193011
imp1	alpha_0.1	d_w	0.033150023539392684
imp2	alpha_0.1	d_w	0.0705798958023652
slim	alpha_0.1	d_w	0.07516067235199604
imp1	alpha_0.1	d_w	0.03348736460670888
imp2	alpha_0.1	d_w	0.06820955665645831
slim	alpha_0.1	d_w	0.07420164722451854
imp1	alpha_0.1	d_w	0.03584421495829115
imp2	alpha_0.1	d_w	0.07467472256806983
slim	alpha_0.1	d_w	0.0776045030912614
imp1	alpha_0.1	d_w	0.03469133199703054
imp2	alpha_0.1	d_w	0.06874008861696507
slim	alpha_0.1	d_w	0.07540948242653969
imp1	alpha_0.1	d_w	0.03384793876995608
imp2	alpha_0.1	d_w	0.07278615564080973
slim	alpha_0.1	d_w	0.07711117341058468
imp1	alpha_0.1	d_w	0.0345669311477515
imp2	alpha_0.1	d_w	0.06835363264222576
slim	alpha_0.1	d_w	0.07604147437080794
imp1	alpha_0.1	d_w	0.03589726541606229
imp2	alpha_0.1	d_w	0.07687660909810867
slim	alpha_0.1	d_w	0.07669794666914428
imp1	alpha_0.1	d_w	0.034546523763617734
imp2	alpha_0.1	d_w	0.07043011208818126
slim	alpha_0.1	d_w	0.07625695311175826
imp1	alpha_0.1	d_w	0.03210057849412463
imp2	alpha_0.1	d_w	0.07074689440483195
slim	alpha_0.1	d_w	0.07534960411902872
imp1	alpha_0.1	d_w	0.03220047417066968
imp2	alpha_0.1	d_w	0.06763385475799934
slim	alpha_0.1	d_w	0.0749743448360367
imp1	alpha_0.1	d_w	0.033714645194902235
imp2	alpha_0.1	d_w	0.0734149276072864
slim	alpha_0.1	d_w	0.07596201899050474
imp1	alpha_0.1	d_w	0.03700280457193133
imp2	alpha_0.1	d_w	0.07361565211931023
slim	alpha_0.1	d_w	0.07862105492725177
imp1	alpha_0.1	d_w	0.03390256831722319
imp2	alpha_0.1	d_w	0.06737297677604293
slim	alpha_0.1	d_w	0.07494515272855587
imp1	alpha_0.1	d_w	0.03430803418484478
imp2	alpha_0.1	d_w	0.07214065645924052
slim	alpha_0.1	d_w	0.07764823399041687
imp1	alpha_0.1	d_w	0.03444080446496099
imp2	alpha_0.1	d_w	0.07310452477621292
slim	alpha_0.1	d_w	0.07676111136540485
imp1	alpha_0.1	d_w	0.03377268775341463
imp2	alpha_0.1	d_w	0.06904241507531353
slim	alpha_0.1	d_w	0.0749922480620155
imp1	alpha_0.1	d_w	0.03368892923650308
imp2	alpha_0.1	d_w	0.07313487843749034
slim	alpha_0.1	d_w	0.07738456038917642
imp1	alpha_0.1	d_w	0.0358147917982754
imp2	alpha_0.1	d_w	0.07218353517343813
slim	alpha_0.1	d_w	0.07474334556603335
imp1	alpha_0.1	d_w	0.03338837020229742
imp2	alpha_0.1	d_w	0.06971910558533473
slim	alpha_0.1	d_w	0.07571672090500542
imp1	alpha_0.1	d_w	0.03604276169309291
imp2	alpha_0.1	d_w	0.07151743650460152
slim	alpha_0.1	d_w	0.07709612410366967
imp1	alpha_0.1	d_w	0.0349418284189784
imp2	alpha_0.1	d_w	0.0731814572787224
slim	alpha_0.1	d_w	0.07643998687725546
imp1	alpha_0.1	d_w	0.03599005659935666
imp2	alpha_0.1	d_w	0.07464872195150603
slim	alpha_0.1	d_w	0.07781854208269477
imp1	alpha_0.1	d_w	0.034920152714100365
imp2	alpha_0.1	d_w	0.07084405502744695
slim	alpha_0.1	d_w	0.07865064695009241
imp1	alpha_0.1	d_w	0.0338749472571931
imp2	alpha_0.1	d_w	0.06777823109028369
slim	alpha_0.1	d_w	0.07791943046212227
imp1	alpha_0.1	d_w	0.03525354263312583
imp2	alpha_0.1	d_w	0.07188479310537246
slim	alpha_0.1	d_w	0.07518994785138418
imp1	alpha_0.1	d_w	0.03546886443843422
imp2	alpha_0.1	d_w	0.07383461430667007
slim	alpha_0.1	d_w	0.07797943980466258
imp1	alpha_0.1	d_w	0.03446630537746516
imp2	alpha_0.1	d_w	0.07323889292342452
slim	alpha_0.1	d_w	0.07775686274509803
imp1	alpha_0.1	d_w	0.0337157290926177
imp2	alpha_0.1	d_w	0.07144542303153749
slim	alpha_0.1	d_w	0.07780623913640106
imp1	alpha_0.1	d_w	0.034514513005509
imp2	alpha_0.1	d_w	0.06881410958258595
slim	alpha_0.1	d_w	0.07675623381081671
imp1	alpha_0.1	d_w	0.033716894948823385
imp2	alpha_0.1	d_w	0.07692173893873086
slim	alpha_0.1	d_w	0.07794720597042429
imp1	alpha_0.1	d_w	0.03310286964001109
imp2	alpha_0.1	d_w	0.06881592783779591
slim	alpha_0.1	d_w	0.07603159026122716
imp1	alpha_0.1	d_w	0.03474124079232814
imp2	alpha_0.1	d_w	0.06872116302865727
slim	alpha_0.1	d_w	0.07473320632560444
imp1	alpha_0.1	d_w	0.03221189815430062
imp2	alpha_0.1	d_w	0.06700962887482462
slim	alpha_0.1	d_w	0.07630859132164615
imp1	alpha_0.1	d_w	0.03406297621572055
imp2	alpha_0.1	d_w	0.07079260039249169
slim	alpha_0.1	d_w	0.07700984255010121
imp1	alpha_0.1	d_w	0.036022490301859694
imp2	alpha_0.1	d_w	0.07578605084034507
slim	alpha_0.1	d_w	0.07862461673236969
imp1	alpha_0.1	d_w	0.034235287625118134
imp2	alpha_0.1	d_w	0.07406421765905956
slim	alpha_0.1	d_w	0.0754640839386602
imp1	alpha_0.1	d_w	0.03251878923571739
imp2	alpha_0.1	d_w	0.07045705215121377
slim	alpha_0.1	d_w	0.07579912920869551
imp1	alpha_0.1	d_w	0.03435126982417999
imp2	alpha_0.1	d_w	0.07407074702072843
slim	alpha_0.1	d_w	0.07772406098921532
imp1	alpha_0.1	d_w	0.034184146642078854
imp2	alpha_0.1	d_w	0.0677124061316949
slim	alpha_0.1	d_w	0.07746850369267051
imp1	alpha_0.1	d_w	0.03473590067338275
imp2	alpha_0.1	d_w	0.07237343983716707
slim	alpha_0.1	d_w	0.07628315562384566
imp1	shape_0.1	d_w	0.0305571272805094
imp2	shape_0.1	d_w	0.08714872737478253
slim	shape_0.1	d_w	0.08175636929630539
imp1	shape_0.1	d_w	0.03175938195440489
imp2	shape_0.1	d_w	0.07957691468520772
slim	shape_0.1	d_w	0.08168482065810254
imp1	shape_0.1	d_w	0.031241282308343443
imp2	shape_0.1	d_w	0.07064368654044326
slim	shape_0.1	d_w	0.08293547275680464
imp1	shape_0.1	d_w	0.026360435467097824
imp2	shape_0.1	d_w	0.08322917896564967
slim	shape_0.1	d_w	0.08302171488552122
imp1	shape_0.1	d_w	0.03397509429027401
imp2	shape_0.1	d_w	0.08167445849654059
slim	shape_0.1	d_w	0.08238950725769706
imp1	shape_0.1	d_w	0.03386172016769117
imp2	shape_0.1	d_w	0.08467757535138554
slim	shape_0.1	d_w	0.0826470588235294
imp1	shape_0.1	d_w	0.03306103488475007
imp2	shape_0.1	d_w	0.08299455952679693
slim	shape_0.1	d_w	0.0836797993796608
imp1	shape_0.1	d_w	0.032110365231635137
imp2	shape_0.1	d_w	0.08922157112551313
slim	shape_0.1	d_w	0.08301379739783044
imp1	shape_0.1	d_w	0.032170020722167
imp2	shape_0.1	d_w	0.08882251215415002
slim	shape_0.1	d_w	0.0816930272530451
imp1	shape_0.1	d_w	0.029703455362226336
imp2	shape_0.1	d_w	0.06602281818739635
slim	shape_0.1	d_w	0.08216963104512714
imp1	shape_0.1	d_w	0.0298897027562016
imp2	shape_0.1	d_w	0.08115107994519416
slim	shape_0.1	d_w	0.08228424579551738
imp1	shape_0.1	d_w	0.031496508730050624
imp2	shape_0.1	d_w	0.08059194852580227
slim	shape_0.1	d_w	0.08329243153038185
imp1	shape_0.1	d_w	0.029560083868353834
imp2	shape_0.1	d_w	0.08077992376828058
slim	shape_0.1	d_w	0.08244862179799356
imp1	shape_0.1	d_w	0.033011803933486274
imp2	shape_0.1	d_w	0.07957133806744898
slim	shape_0.1	d_w	0.08244812866077633
imp1	shape_0.1	d_w	0.026641841652995008
imp2	shape_0.1	d_w	0.07989778455303084
slim	shape_0.1	d_w	0.08400868426722352
imp1	shape_0.1	d_w	0.0283270706713676
imp2	shape_0.1	d_w	0.07869500909750748
slim	shape_0.1	d_w	0.07994559963296137
imp1	shape_0.1	d_w	0.02830761725621109
imp2	shape_0.1	d_w	0.07786649311339584
slim	shape_0.1	d_w	0.08265044081325547
imp1	shape_0.1	d_w	0.027583551195408264
imp2	shape_0.1	d_w	0.08193293346256256
slim	shape_0.1	d_w	0.08386194495779431
imp1	shape_0.1	d_w	0.030264256674163076
imp2	shape_0.1	d_w	0.06880851344216023
slim	shape_0.1	d_w	0.08538091523660946
imp1	shape_0.1	d_w	0.032276189314496176
imp2	shape_0.1	d_w	0.07292122926776147
slim	shape_0.1	d_w	0.08351634050721454
imp1	shape_0.1	d_w	0.030062876711686646
imp2	shape_0.1	d_w	0.0743000707311262
slim	shape_0.1	d_w	0.08564963913524583
imp1	shape_0.1	d_w	0.03215761346663142
imp2	shape_0.1	d_w	0.09500607896078359
slim	shape_0.1	d_w	0.08413369826656714
imp1	shape_0.1	d_w	0.028352906307679483
imp2	shape_0.1	d_w	0.07909969454747158
slim	shape_0.1	d_w	0.08195107545405325
imp1	shape_0.1	d_w	0.029776921231416443
imp2	shape_0.1	d_w	0.08746528961322789
slim	shape_0.1	d_w	0.08497024549538348
imp1	shape_0.1	d_w	0.033120852502423304
imp2	shape_0.1	d_w	0.07856568780294951
slim	shape_0.1	d_w	0.08008818255104222
imp1	shape_0.1	d_w	0.028282160164489575
imp2	shape_0.1	d_w	0.08036335757519619
slim	shape_0.1	d_w	0.08048443469072583
imp1	shape_0.1	d_w	0.027769435830774084
imp2	shape_0.1	d_w	0.09757151884247445
slim	shape_0.1	d_w	0.08409087186542841
imp1	shape_0.1	d_w	0.027626050054297125
imp2	shape_0.1	d_w	0.07677289638449716
slim	shape_0.1	d_w	0.08452902882954695
imp1	shape_0.1	d_w	0.033407527136192876
imp2	shape_0.1	d_w	0.08593129440967003
slim	shape_0.1	d_w	0.08021860056601932
imp1	shape_0.1	d_w	0.029314546481568157
imp2	shape_0.1	d_w	0.07766558200170935
slim	shape_0.1	d_w	0.08092012695919636
imp1	shape_0.1	d_w	0.024916538867143227
imp2	shape_0.1	d_w	0.08097677886642768
slim	shape_0.1	d_w	0.08250222178335143
imp1	shape_0.1	d_w	0.029976189538401504
imp2	shape_0.1	d_w	0.07795648556133786
slim	shape_0.1	d_w	0.08384478159113598
imp1	shape_0.1	d_w	0.03045220167342411
imp2	shape_0.1	d_w	0.07799927699475012
slim	shape_0.1	d_w	0.08289860725139356
imp1	shape_0.1	d_w	0.02987471591158253
imp2	shape_0.1	d_w	0.08401996352135951
slim	shape_0.1	d_w	0.08133248916378512
imp1	shape_0.1	d_w	0.031023251939830757
imp2	shape_0.1	d_w	0.07096879420287996
slim	shape_0.1	d_w	0.08194948761397564
imp1	shape_0.1	d_w	0.031190140116737236
imp2	shape_0.1	d_w	0.08874134419185549
slim	shape_0.1	d_w	0.08199546931941298
imp1	shape_0.1	d_w	0.03206743187023253
imp2	shape_0.1	d_w	0.08798573887002928
slim	shape_0.1	d_w	0.08048692456606621
imp1	shape_0.1	d_w	0.030417980039961507
imp2	shape_0.1	d_w	0.05878234338515746
slim	shape_0.1	d_w	0.08421466869988686
imp1	shape_0.1	d_w	0.027941452300139256
imp2	shape_0.1	d_w	0.07605434881936239
slim	shape_0.1	d_w	0.08412777226084078
imp1	shape_0.1	d_w	0.029713191167659435
imp2	shape_0.1	d_w	0.07157925383936334
slim	shape_0.1	d_w	0.08187192118226601
imp1	shape_0.1	d_w	0.03307059257811652
imp2	shape_0.1	d_w	0.06607914088461636
slim	shape_0.1	d_w	0.08326819099732916
imp1	shape_0.1	d_w	0.03147372888736701
imp2	shape_0.1	d_w	0.0841495950450169
slim	shape_0.1	d_w	0.08364703006599852
imp1	shape_0.1	d_w	0.026297983091386038
imp2	shape_0.1	d_w	0.08072657707724197
slim	shape_0.1	d_w	0.08065775348882599
imp1	shape_0.1	d_w	0.029818164212160513
imp2	shape_0.1	d_w	0.0728741691418381
slim	shape_0.1	d_w	0.0814291514413317
imp1	shape_0.1	d_w	0.024378407922659703
imp2	shape_0.1	d_w	0.08087428312838153
slim	shape_0.1	d_w	0.08351223002862347
imp1	shape_0.1	d_w	0.029213935057659794
imp2	shape_0.1	d_w	0.07555843010843608
slim	shape_0.1	d_w	0.08158081382882214
imp1	shape_0.1	d_w	0.03244173970810101
imp2	shape_0.1	d_w	0.0784818418377115
slim	shape_0.1	d_w	0.08128316449589966
imp1	shape_0.1	d_w	0.030955275684611237
imp2	shape_0.1	d_w	0.09710262116705949
slim	shape_0.1	d_w	0.08432451915200367
imp1	shape_0.1	d_w	0.031386380053553396
imp2	shape_0.1	d_w	0.08153350622277657
slim	shape_0.1	d_w	0.0846471096920109
imp1	shape_0.1	d_w	0.031250722986455724
imp2	shape_0.1	d_w	0.07700096060652162
slim	shape_0.1	d_w	0.08185869707694324
imp1	shape_0.1	d_w	0.032500770199065526
imp2	shape_0.1	d_w	0.08362447389833741
slim	shape_0.1	d_w	0.079363531457734
imp1	shape_0.1	d_w	0.02754549433705302
imp2	shape_0.1	d_w	0.0824232851564122
slim	shape_0.1	d_w	0.08096854046787652
imp1	shape_0.1	d_w	0.02861257103187291
imp2	shape_0.1	d_w	0.0768092418841391
slim	shape_0.1	d_w	0.0858543208650009
imp1	shape_0.1	d_w	0.026454173477571997
imp2	shape_0.1	d_w	0.07996540542684336
slim	shape_0.1	d_w	0.08236670240764207
imp1	shape_0.1	d_w	0.03492024502115779
imp2	shape_0.1	d_w	0.08601100321944741
slim	shape_0.1	d_w	0.08434497343924331
imp1	shape_0.1	d_w	0.032302565087724555
imp2	shape_0.1	d_w	0.07855429149561073
slim	shape_0.1	d_w	0.08159252887687392
imp1	shape_0.1	d_w	0.02980628065207587
imp2	shape_0.1	d_w	0.07931886959071427
slim	shape_0.1	d_w	0.08277829095564522
imp1	shape_0.1	d_w	0.03423879254771216
imp2	shape_0.1	d_w	0.07198715580835219
slim	shape_0.1	d_w	0.0826212225387159
imp1	shape_0.1	d_w	0.02866080653897231
imp2	shape_0.1	d_w	0.06175088197725446
slim	shape_0.1	d_w	0.08210051925149407
imp1	shape_0.1	d_w	0.028295118577756354
imp2	shape_0.1	d_w	0.06918729886695038
slim	shape_0.1	d_w	0.08226229454788317
imp1	shape_0.1	d_w	0.028881144515471597
imp2	shape_0.1	d_w	0.08504911583793309
slim	shape_0.1	d_w	0.08163198534223269
imp1	shape_0.1	d_w	0.02942934929374375
imp2	shape_0.1	d_w	0.0850217007389621
slim	shape_0.1	d_w	0.08499623020859512
imp1	shape_0.1	d_w	0.029622578627580345
imp2	shape_0.1	d_w	0.06649403867166309
slim	shape_0.1	d_w	0.0816373804560045
imp1	shape_0.1	d_w	0.02900941853163944
imp2	shape_0.1	d_w	0.08488992204322607
slim	shape_0.1	d_w	0.08155593691264199
imp1	shape_0.1	d_w	0.02841381494603188
imp2	shape_0.1	d_w	0.08066368877537136
slim	shape_0.1	d_w	0.08284757939423626
imp1	shape_0.1	d_w	0.02896477824801307
imp2	shape_0.1	d_w	0.06261719163802072
slim	shape_0.1	d_w	0.08232338161395211
imp1	shape_0.1	d_w	0.03118583711276926
imp2	shape_0.1	d_w	0.09076615351481651
slim	shape_0.1	d_w	0.08385042187859089
imp1	shape_0.1	d_w	0.0319175799041011
imp2	shape_0.1	d_w	0.07523318210813977
slim	shape_0.1	d_w	0.08434959349593496
imp1	shape_0.1	d_w	0.03194790162135317
imp2	shape_0.1	d_w	0.07257528818195347
slim	shape_0.1	d_w	0.08345936803759899
imp1	shape_0.1	d_w	0.032846863604775116
imp2	shape_0.1	d_w	0.06671880223101187
slim	shape_0.1	d_w	0.08478922639137051
imp1	shape_0.1	d_w	0.032689024290148284
imp2	shape_0.1	d_w	0.08201285342894353
slim	shape_0.1	d_w	0.08213568977795041
imp1	shape_0.1	d_w	0.032019462245278525
imp2	shape_0.1	d_w	0.07873694560885994
slim	shape_0.1	d_w	0.08074401835463782
imp1	shape_0.1	d_w	0.030171738265774174
imp2	shape_0.1	d_w	0.07767953949374196
slim	shape_0.1	d_w	0.08194015459789838
imp1	shape_0.1	d_w	0.03106271216508398
imp2	shape_0.1	d_w	0.0770857290821701
slim	shape_0.1	d_w	0.07939282130951225
imp1	shape_0.1	d_w	0.03226213692575845
imp2	shape_0.1	d_w	0.09132850405527115
slim	shape_0.1	d_w	0.08666130167991148
imp1	shape_0.1	d_w	0.02881418505595947
imp2	shape_0.1	d_w	0.07812944184962138
slim	shape_0.1	d_w	0.08531530642455344
imp1	shape_0.1	d_w	0.032193069522318714
